SleepState,StimR,ChanR,N_con,N_pat,Median_dif,Median_norm,p-value,p-value_corrected,rejected
nrem,Dorsofrontal,Insulo-temporal,185,8,0.14044645030637248,0.10130697344687464,0.0001503632318565758,0.00035272122613084605,True
nrem,Hippocampus,Amygdala,277,12,0.06543936864337097,0.018064694240485617,0.16122933342164947,0.21993784070018488,False
nrem,Hippocampus,Central,15,3,-0.2357202459627845,-0.12310463107179924,0.389404296875,0.4695636073938397,False
nrem,Hippocampus,Cingular,17,4,-0.5612202393352144,-0.23252053934681532,0.0638275146484375,0.09768723278510862,False
nrem,Hippocampus,Dorsofrontal,118,8,-0.2655112086808944,-0.15908592542907277,0.0001196187503935098,0.00028324817310161285,True
nrem,Hippocampus,Hippocampus,43,7,0.07901736738834719,0.011031131577587346,0.6028646539837155,0.6725290139996115,False
nrem,Hippocampus,Inferotemporal,448,13,-0.03376063007432051,-0.019182172521220578,0.11546739986368147,0.16561324209019457,False
nrem,Hippocampus,Mesiotemporal,349,12,0.024349215272403413,0.008704128311163172,0.5663836031137497,0.6403706503673476,False
nrem,Hippocampus,Occipital,99,8,0.02272607751007172,0.009795014614742028,0.5789247055124027,0.6516148030655295,False
nrem,Hippocampus,Operculo-insular,253,8,-0.07677302316500345,-0.06202037061252886,0.007269423331989701,0.013318432527951935,True
nrem,Hippocampus,Orbitofrontal,192,7,-0.2783413624148261,-0.16791019136442165,2.2240836673904903e-10,9.624913801982984e-10,True
nrem,Hippocampus,Parietal,17,4,0.08871151948024081,0.04882370757011636,0.677703857421875,0.7363795160731196,False
nrem,Hippocampus,Insulo-temporal,501,13,0.06751759507178412,0.03464651679179462,0.0062522008010402925,0.011711211948217264,True
nrem,Inferotemporal,Amygdala,325,12,0.3129907192597128,0.18949205496127794,5.535688449755401e-37,1.2631434553532777e-35,True
nrem,Inferotemporal,Central,15,3,-0.07288929378289932,-0.043699712991585725,0.207763671875,0.2716077168782552,False
nrem,Inferotemporal,Cingular,22,5,-0.10363284452891575,-0.055538431138535724,0.07942724227905273,0.11796590421326768,False
nrem,Inferotemporal,Dorsofrontal,157,10,0.049380865474008884,0.03692424693270946,0.11055523107251605,0.16040094219191633,False
nrem,Inferotemporal,Hippocampus,511,13,0.2422825378299296,0.11745367384359962,2.3114664515547714e-34,4.834817327835397e-33,True
nrem,Inferotemporal,Inferotemporal,582,11,0.16655375598659428,0.08070414058457517,1.1212498326641896e-33,2.164874676913166e-32,True
nrem,Inferotemporal,Mesiotemporal,808,11,0.21488141692832985,0.09126070108344864,5.094932014009878e-49,3.1970698387911983e-47,True
nrem,Inferotemporal,Occipital,291,9,0.180261873661412,0.10412939118609182,4.7165791632908127e-20,4.384671740688866e-19,True
nrem,Inferotemporal,Operculo-insular,367,10,0.08512166555819722,0.06210226598304958,1.4781136787807904e-05,4.032679710586721e-05,True
nrem,Inferotemporal,Orbitofrontal,337,9,0.08608835498926148,0.06273410989853405,4.603511577123224e-05,0.000114404099589894,True
nrem,Inferotemporal,Parietal,73,6,0.45458267549639286,0.29648405479966067,3.3487076332314207e-06,9.551427453875983e-06,True
nrem,Inferotemporal,Insulo-temporal,845,13,0.2511412520052989,0.11353955016143628,1.1693156352245294e-54,9.78327414804523e-53,True
nrem,Mesiotemporal,Amygdala,305,11,0.2252018708485286,0.07408788809279912,3.3331285033467095e-09,1.3943587572333733e-08,True
nrem,Mesiotemporal,Central,30,2,0.1970940752690733,0.10136378210421708,0.05768792890012264,0.08938067996253571,False
nrem,Mesiotemporal,Cingular,38,5,0.06236948099089534,0.03158359700173444,0.8297541616120725,0.8677845606859591,False
nrem,Mesiotemporal,Dorsofrontal,158,9,0.016241103324105333,0.01443444497684005,0.47178941068436675,0.5482367688971114,False
nrem,Mesiotemporal,Hippocampus,386,12,0.2952348051280509,0.10436471170028955,4.93978573007981e-15,3.024112727439103e-14,True
nrem,Mesiotemporal,Inferotemporal,824,11,0.22549202769813392,0.09899912418856999,6.719340302551983e-56,1.6865544159405477e-53,True
nrem,Mesiotemporal,Mesiotemporal,368,10,0.2517989855859608,0.08761911519820259,6.036864558961409e-13,3.2940282702158992e-12,True
nrem,Mesiotemporal,Occipital,150,8,0.17173862423026032,0.04995945445620527,0.00883710987595259,0.01595765884074892,True
nrem,Mesiotemporal,Operculo-insular,421,10,0.12248929754343463,0.08551630800273838,4.4394577121303895e-08,1.5476442857565663e-07,True
nrem,Mesiotemporal,Orbitofrontal,357,8,0.09826779153463239,0.055132244943644056,2.201001546479483e-06,6.423853350771515e-06,True
nrem,Mesiotemporal,Parietal,27,5,0.2620482285911294,0.13065729111669525,0.4553176909685135,0.5340408431453125,False
nrem,Mesiotemporal,Insulo-temporal,821,12,0.22633669179726223,0.11831311639536372,2.440749208548459e-43,1.021046752242772e-41,True
nrem,Occipital,Amygdala,63,8,0.17727900967440036,0.0660528062390945,6.230024350342183e-06,1.737484568817653e-05,True
nrem,Occipital,Central,5,2,-0.09918092902763531,-0.06507949038506802,1.0,1.0,False
nrem,Occipital,Cingular,7,3,0.2569952219849898,0.19221349537514587,0.15625,0.21548763736263735,False
nrem,Occipital,Dorsofrontal,26,4,-0.21224641541448458,-0.14123422035662553,0.002932935953140259,0.005751304095610976,True
nrem,Occipital,Hippocampus,66,8,0.18117004155395477,0.05760673459206524,0.013309392692614217,0.023199010873931725,True
nrem,Occipital,Inferotemporal,271,9,0.10803436236054575,0.05501304298949232,3.538184701778448e-11,1.7078545387430583e-10,True
nrem,Occipital,Mesiotemporal,116,8,0.15494921026304442,0.03224293090603565,0.017044665651972706,0.02852140719096766,True
nrem,Occipital,Occipital,136,5,0.13797744326761768,0.07902326842289456,5.806193274257356e-06,1.6374769795939286e-05,True
nrem,Occipital,Operculo-insular,40,5,-0.17319085141790125,-0.1006653460000282,0.004653470972698415,0.008916192474406887,True
nrem,Occipital,Orbitofrontal,64,6,-0.05234339381296982,-0.03473533606439455,0.474261225049591,0.5485694354260247,False
nrem,Occipital,Parietal,46,4,0.5395819352087775,0.3609432824356494,3.4387190339657536e-07,1.1065621506735952e-06,True
nrem,Occipital,Insulo-temporal,157,8,0.19840668905009173,0.12298882087578704,1.9935332514211702e-08,7.358483030981085e-08,True
nrem,Operculo-insular,Amygdala,131,9,0.25722402619532314,0.17796183074289088,3.0518660405725817e-16,1.9641496825223538e-15,True
nrem,Operculo-insular,Central,25,3,0.13358147150007071,0.07180225788525325,0.0801958441734314,0.11840680522077225,False
nrem,Operculo-insular,Cingular,38,5,0.4162548333693763,0.14658940999590392,1.0039875633083284e-06,3.0731814437852493e-06,True
nrem,Operculo-insular,Dorsofrontal,476,10,0.21906130504357868,0.12728956172919187,8.214581856865006e-20,6.8728668202437215e-19,True
nrem,Operculo-insular,Hippocampus,166,9,0.2363934606635959,0.14368552997234385,5.814707343567449e-12,3.105301155820063e-11,True
nrem,Operculo-insular,Inferotemporal,384,10,0.2771294666931111,0.17430585245964667,1.5584770969684607e-32,2.794126795279169e-31,True
nrem,Operculo-insular,Mesiotemporal,319,9,0.22096323526527029,0.12396741319171484,6.5215474689005486e-24,7.116993107365382e-23,True
nrem,Operculo-insular,Occipital,53,6,0.14666438637336898,0.1191259851985703,0.010922460219663832,0.019306602219264942,True
nrem,Operculo-insular,Operculo-insular,370,8,0.2666798207016715,0.13143858629627275,1.2263498898052238e-24,1.4657801063862437e-23,True
nrem,Operculo-insular,Orbitofrontal,570,9,0.298934522378665,0.11269058646089927,1.5473327765951805e-40,4.315339188059892e-39,True
nrem,Operculo-insular,Parietal,48,5,0.04419942823873235,0.020654018825698277,0.7334691516630301,0.7854180518617022,False
nrem,Operculo-insular,Insulo-temporal,487,10,0.2289571661912133,0.15239947537512183,3.993761067762733e-31,6.682893520056307e-30,True
nrem,Orbitofrontal,Amygdala,120,6,0.2929375539697108,0.18313293939049102,2.135459677197675e-11,1.0509811352482674e-10,True
nrem,Orbitofrontal,Central,45,1,0.0609894302601921,0.022366129443523675,0.23398740961249587,0.29812609041998206,False
nrem,Orbitofrontal,Cingular,37,5,0.44160942388805147,0.18768900545470057,2.4182212655432522e-05,6.25745915104491e-05,True
nrem,Orbitofrontal,Dorsofrontal,290,8,0.12228676205396793,0.057077616669875764,0.002118116250108219,0.004357763760468549,True
nrem,Orbitofrontal,Hippocampus,101,6,0.13470757665360766,0.07632966110166942,0.0006585732738125152,0.0014250163079908733,True
nrem,Orbitofrontal,Inferotemporal,333,7,0.22896398808209173,0.13500576722429197,5.845706641321435e-19,4.733136667650581e-18,True
nrem,Orbitofrontal,Mesiotemporal,226,7,0.18145369230427832,0.09729119163151909,4.317593303604414e-14,2.408257598232684e-13,True
nrem,Orbitofrontal,Occipital,35,4,0.10962394720457658,0.073047684193648,0.18425037822453305,0.24998294559112322,False
nrem,Orbitofrontal,Operculo-insular,586,9,0.2847005869970901,0.12799929386004827,4.288966998136959e-43,1.5379010236176812e-41,True
nrem,Orbitofrontal,Orbitofrontal,201,7,0.29128358390975695,0.0922002526719056,3.7680746885699547e-14,2.1495153337069513e-13,True
nrem,Orbitofrontal,Parietal,9,3,-2.4154973353882943,-0.37534858320137193,0.8203125,0.8614997384937239,False
nrem,Orbitofrontal,Insulo-temporal,281,8,0.1663224652135067,0.10647729735661311,3.45835231052934e-14,2.0187126277741032e-13,True
nrem,Parietal,Central,19,1,0.29535156933208473,0.051150399693044274,0.007144927978515625,0.01318659501917222,True
nrem,Parietal,Dorsofrontal,63,5,0.27070117551668527,0.1892627028469466,5.668320989055713e-08,1.9489706414424436e-07,True
nrem,Parietal,Inferotemporal,52,6,0.22738286349030545,0.09802250689194922,2.91413261770981e-05,7.463747826991451e-05,True
nrem,Parietal,Mesiotemporal,12,3,0.3408994972913309,0.10649467082052741,0.00244140625,0.0049418787802419355,True
nrem,Parietal,Occipital,19,4,0.20794155817505344,0.168619344309866,0.002399444580078125,0.004896427557720401,True
nrem,Parietal,Operculo-insular,49,4,0.21315850710309459,0.16085821816173898,1.7853493719854896e-05,4.8185235738533105e-05,True
nrem,Parietal,Orbitofrontal,6,3,0.10639367348688411,0.09605042193832175,1.0,1.0,False
nrem,Parietal,Parietal,12,2,0.3657163792353024,0.08882761628269685,0.09228515625,0.13545949835526316,False
nrem,Parietal,Insulo-temporal,78,6,0.269758213184663,0.16996196959102422,2.259028106178625e-08,8.217623980446883e-08,True
nrem,Insulo-temporal,Amygdala,382,12,0.2702337401098136,0.11872808728763684,3.245090463774017e-25,4.286935296880412e-24,True
nrem,Insulo-temporal,Central,54,3,0.2535333640722839,0.11706972347230454,0.0026187524959791937,0.005216721241990299,True
nrem,Insulo-temporal,Cingular,46,5,0.16847213924954363,0.12398261751647985,0.03408990618518715,0.05603326106656341,False
nrem,Insulo-temporal,Dorsofrontal,218,8,0.055722017923092615,0.03898153900188326,0.04087431448722839,0.06661982426165147,False
nrem,Insulo-temporal,Hippocampus,487,12,0.28361752043506927,0.14620834010397724,2.7746715107598623e-24,3.165647950912388e-23,True
nrem,Insulo-temporal,Inferotemporal,776,12,0.19537516672993466,0.08363426230256815,2.070459844727936e-47,1.0393708420534238e-45,True
nrem,Insulo-temporal,Mesiotemporal,747,11,0.25429950676436386,0.10792557346580987,6.6245912430467e-55,8.313862010023608e-53,True
nrem,Insulo-temporal,Occipital,169,7,0.18863970992371293,0.1279397162165656,2.5884429114406818e-08,9.281416725308731e-08,True
nrem,Insulo-temporal,Operculo-insular,625,9,0.16595380324096665,0.10393882269523069,9.113535283597413e-25,1.1437486780914754e-23,True
nrem,Insulo-temporal,Orbitofrontal,428,8,0.11336765002950577,0.06529308383817974,4.763220596766574e-07,1.5133776832764684e-06,True
nrem,Insulo-temporal,Parietal,63,6,0.2718953447279542,0.11641759779370464,3.0507635194515025e-08,1.078509356876517e-07,True
nrem,Insulo-temporal,Insulo-temporal,573,12,0.2845049989537243,0.14990689170491198,2.3882026790025116e-41,7.49298590537038e-40,True
rem,Amygdala,Central,18,1,0.015331155201053104,0.004951796237984691,1.0,1.0,False
rem,Amygdala,Cingular,11,3,-0.34574148492361534,-0.05778497130453827,0.123046875,0.17527932960893855,False
rem,Amygdala,Dorsofrontal,48,5,0.18582791628835682,0.07931702346479905,0.0010105253477945553,0.002113682185803611,True
rem,Amygdala,Hippocampus,184,10,-1.3281343032001458,-0.12916720543764743,4.204208235958158e-17,3.015017906358565e-16,True
rem,Amygdala,Inferotemporal,176,8,0.12467326577878146,0.04430572909472123,6.766830733213755e-05,0.00016651710921927965,True
rem,Amygdala,Mesiotemporal,180,9,-0.2923151869206586,-0.07851419964729914,3.549227522815221e-09,1.4604198495518369e-08,True
rem,Amygdala,Occipital,25,3,-0.667064608150107,-0.22693733663717328,3.2782554626464844e-06,9.457955415221467e-06,True
rem,Amygdala,Operculo-insular,117,7,0.07362181755751651,0.0304946899464538,0.19218365075882948,0.25658561883226705,False
rem,Amygdala,Orbitofrontal,140,5,0.13660301331936608,0.04775342677682262,0.0001795233560755617,0.0004133978199538164,True
rem,Amygdala,Insulo-temporal,225,9,0.10543466510311283,0.03452984605576222,0.00024945405926318575,0.0005640808006762128,True
rem,Central,Central,3,1,0.5321822087833763,0.3298713520362689,0.25,0.31375000000000003,False
rem,Central,Cingular,3,1,-0.3186429163797242,-0.09555760609132323,0.5,0.5704545454545454,False
rem,Central,Dorsofrontal,7,2,0.20439020360469606,0.02542776012075048,0.21875,0.2815705128205128,False
rem,Central,Inferotemporal,12,2,0.0628470635143199,0.027135198199101648,0.33935546875,0.41959715594211827,False
rem,Central,Operculo-insular,13,2,-0.045575887072464294,-0.018119108845193476,0.7353515625,0.7854180518617022,False
rem,Central,Orbitofrontal,30,1,-0.15419751540245907,-0.04662123852426148,0.0007978975772857666,0.0016972228127010798,True
rem,Central,Parietal,12,1,0.2614433686522315,0.04374895423246212,0.05224609375,0.08187757663845276,False
rem,Central,Insulo-temporal,15,3,0.46755436229331515,0.20441145203425243,0.072998046875,0.10971562733907186,False
rem,Cingular,Amygdala,3,1,0.7475448055397704,0.3455170844245123,0.25,0.31375000000000003,False
rem,Cingular,Central,4,1,0.21741798596965756,0.12893439726327358,0.125,0.17527932960893855,False
rem,Cingular,Dorsofrontal,12,2,0.40669528455437975,0.2513315770144976,0.01220703125,0.021426327578671328,True
rem,Cingular,Inferotemporal,6,2,0.17641198941963765,0.12657159299187634,0.4375,0.5155516431924883,False
rem,Cingular,Mesiotemporal,7,2,0.07232810395236333,0.030000755562868815,0.375,0.45691747572815533,False
rem,Cingular,Operculo-insular,29,3,0.073185407984802,0.05676452451264918,0.2053302302956581,0.2698318733204722,False
rem,Cingular,Orbitofrontal,27,3,0.08735526821522432,0.022384657986031564,0.1854744255542755,0.2502907570651782,False
rem,Cingular,Insulo-temporal,9,2,-0.06859227514129129,-0.032672911657839594,0.734375,0.7854180518617022,False
rem,Dorsofrontal,Central,5,2,-0.12050755889371434,-0.026439421196133503,0.3125,0.3883044554455446,False
rem,Dorsofrontal,Cingular,3,2,-0.007665030710538812,-0.003324611844313945,1.0,1.0,False
rem,Dorsofrontal,Dorsofrontal,59,4,0.28052568435974656,0.07257080090973203,0.016383593255312405,0.027599207430090023,True
rem,Dorsofrontal,Hippocampus,6,1,0.06530526171745588,0.039939819051953034,0.5625,0.6388574660633484,False
rem,Dorsofrontal,Inferotemporal,135,6,0.18355431075381112,0.08818559357266535,4.1725455056924504e-09,1.6623951141727063e-08,True
rem,Dorsofrontal,Mesiotemporal,40,1,0.3076265079529923,0.19724765336894604,1.634398358874023e-07,5.397815632597102e-07,True
rem,Dorsofrontal,Operculo-insular,236,8,0.22796495869592448,0.09434234485443774,3.4231503772193866e-17,2.5270904255354886e-16,True
rem,Dorsofrontal,Orbitofrontal,139,6,0.20683187443321738,0.06104660024882048,1.9170249908903517e-09,8.15547919853353e-09,True
rem,Dorsofrontal,Parietal,6,2,0.3821992944366642,0.32643145531189144,0.03125,0.0519453642384106,False
rem,Dorsofrontal,Insulo-temporal,22,2,0.25983946533110724,0.1705626805305766,9.5367431640625e-07,2.955213005160108e-06,True
rem,Hippocampus,Amygdala,169,9,-0.10835318588259168,-0.023272335639530288,0.004871730915112541,0.00926367014919127,True
rem,Hippocampus,Central,5,1,-0.22962210979960807,-0.10925349843724677,0.1875,0.2516711229946524,False
rem,Hippocampus,Cingular,13,3,0.0014098007470235707,0.000753100317027351,1.0,1.0,False
rem,Hippocampus,Dorsofrontal,35,4,-0.13806154753871125,-0.06254826452102365,0.1583592604729347,0.21720313868145688,False
rem,Hippocampus,Hippocampus,36,7,-0.8475304235020955,-0.08062002048338013,0.0006687742134090513,0.001434720748424546,True
rem,Hippocampus,Inferotemporal,206,8,-0.013828092603295206,-0.00747510460440994,0.21184374276767193,0.2755066291952625,False
rem,Hippocampus,Mesiotemporal,228,10,-0.2447850892967678,-0.07021093784727958,8.74295713103243e-12,4.5718379997690415e-11,True
rem,Hippocampus,Occipital,30,6,-0.3774442582445513,-0.07281577862592317,0.002560090273618698,0.005140661269426346,True
rem,Hippocampus,Operculo-insular,81,4,-0.265813667179545,-0.12368097649381013,3.5306611054414496e-05,8.951474115816201e-05,True
rem,Hippocampus,Orbitofrontal,113,5,-0.0871214002446874,-0.03048907377996988,0.003589911621541382,0.006985021837262689,True
rem,Hippocampus,Insulo-temporal,186,9,0.06701513254408253,0.02503895995702795,0.05104784785836526,0.08109499881297266,False
rem,Inferotemporal,Amygdala,108,8,0.2587445364053309,0.12338021960847263,1.9526816539580466e-17,1.4852215004347568e-16,True
rem,Inferotemporal,Dorsofrontal,8,3,0.08119332496996512,0.052905248832384705,0.640625,0.7114905973451328,False
rem,Inferotemporal,Hippocampus,198,10,0.18997997492684582,0.07693673302134849,1.4254391797978599e-10,6.27693393209233e-10,True
rem,Inferotemporal,Inferotemporal,239,9,-0.00533325005497387,-0.001355947210515919,0.6523607702883156,0.7150329840278045,False
rem,Inferotemporal,Mesiotemporal,392,9,0.17285047364357098,0.050237738927179296,5.634194835099214e-23,5.892428765041262e-22,True
rem,Inferotemporal,Occipital,71,7,0.10199662357895534,0.04339910056918929,0.0003815915997163055,0.000847606119723829,True
rem,Inferotemporal,Operculo-insular,39,8,0.13397619453325849,0.06668072332195311,0.004499731629039161,0.008687943376067918,True
rem,Inferotemporal,Orbitofrontal,119,6,0.19269044484447573,0.08760281304689861,8.053987949552177e-11,3.743612917291845e-10,True
rem,Inferotemporal,Parietal,13,3,0.33920670093822136,0.2256126372458755,0.00048828125,0.0010657269021739132,True
rem,Inferotemporal,Insulo-temporal,375,11,0.1530894432748604,0.05739608887130015,2.2132304154146977e-16,1.4618969322870765e-15,True
rem,Mesiotemporal,Amygdala,175,9,0.058028494879386994,0.017430276649121824,0.20374927929167586,0.2691635215905823,False
rem,Mesiotemporal,Central,12,2,0.07528277647116499,0.02942324531322508,0.67724609375,0.7363795160731196,False
rem,Mesiotemporal,Cingular,12,2,0.09396014951635911,0.04097331852029381,0.4697265625,0.5482367688971114,False
rem,Mesiotemporal,Dorsofrontal,13,4,-0.0680185153730899,-0.03494529406457382,0.946044921875,0.9731855548796107,False
rem,Mesiotemporal,Hippocampus,233,10,-0.09696159568561313,-0.030494606242189783,0.0008457611705196511,0.0017839164184910287,True
rem,Mesiotemporal,Inferotemporal,401,10,0.16673359888611028,0.054896220966831694,8.694706775990734e-18,6.819910627417732e-17,True
rem,Mesiotemporal,Mesiotemporal,157,9,0.21473846013379294,0.06231438233706493,1.961858506108577e-06,5.7932527650970934e-06,True
rem,Mesiotemporal,Occipital,49,6,-0.004369084743928386,-0.0011181349977517248,0.3529225223167778,0.43423310343878047,False
rem,Mesiotemporal,Operculo-insular,103,8,0.2133594779460415,0.09784821399548593,1.6862220428096222e-07,5.496645879807989e-07,True
rem,Mesiotemporal,Orbitofrontal,157,7,0.2571473832658677,0.108620528026435,6.093892536564378e-11,2.8859755220333185e-10,True
rem,Mesiotemporal,Insulo-temporal,405,10,0.16767266722816676,0.06752781000975311,3.9075270529958195e-15,2.451973225754877e-14,True
rem,Occipital,Amygdala,23,3,0.06880399165717854,0.01925668201943644,0.11142587661743164,0.16073502891365138,False
rem,Occipital,Hippocampus,25,3,-0.01148830761456221,-0.004052640573984341,0.4107651710510254,0.49096218063717795,False
rem,Occipital,Inferotemporal,42,5,0.029454465017728637,0.007903183403643337,0.6469152758700147,0.7143509823999759,False
rem,Occipital,Mesiotemporal,32,4,-0.05558934278390715,-0.033452212146464724,0.691578262951225,0.7482161379342995,False
rem,Occipital,Occipital,11,3,-0.27124425178134537,-0.08829941480361367,0.0419921875,0.06800025201612903,False
rem,Occipital,Operculo-insular,3,2,0.2648673404188435,0.1168766195463909,1.0,1.0,False
rem,Occipital,Orbitofrontal,17,3,-0.04675583641524983,-0.02411722191075995,0.926513671875,0.9609707919034091,False
rem,Occipital,Insulo-temporal,20,3,0.14391152252361328,0.07136286364838067,0.7561664581298828,0.8042278855533923,False
rem,Operculo-insular,Amygdala,37,6,0.5061534521551065,0.2355639447219691,1.264706952497363e-07,4.232552601024508e-07,True
rem,Operculo-insular,Central,5,3,0.03276391149982105,0.01905813037160749,1.0,1.0,False
rem,Operculo-insular,Cingular,24,4,0.09350531854425403,0.03771016905450581,0.14335036277770996,0.19878972959781877,False
rem,Operculo-insular,Dorsofrontal,177,9,0.34221526727580365,0.13915659485871545,8.334437680424424e-11,3.8035342868846007e-10,True
rem,Operculo-insular,Hippocampus,47,6,0.4062237168503322,0.1892648542383999,9.382006282976363e-11,4.2051492446911915e-10,True
rem,Operculo-insular,Inferotemporal,75,7,0.16055990619752247,0.07749115410641912,1.1234992474683883e-06,3.3975700134285e-06,True
rem,Operculo-insular,Mesiotemporal,82,7,0.13404097259820036,0.08451207058484984,4.771659380625264e-09,1.8713851633389708e-08,True
rem,Operculo-insular,Occipital,4,2,0.48023540494892825,0.3020709087160964,0.125,0.17527932960893855,False
rem,Operculo-insular,Operculo-insular,133,6,0.25794604657670916,0.10609156656976768,1.6537510739031466e-14,9.883131417849757e-14,True
rem,Operculo-insular,Orbitofrontal,341,7,0.3116238801016662,0.09273612899986675,5.139229125140278e-30,7.587920649471823e-29,True
rem,Operculo-insular,Parietal,4,2,-0.206244066164045,-0.07568356226398214,0.375,0.45691747572815533,False
rem,Operculo-insular,Insulo-temporal,197,6,0.23084809846045973,0.09634446443451389,9.645311280348379e-17,6.543170625317414e-16,True
rem,Orbitofrontal,Amygdala,23,2,0.1821567416226657,0.12080874151148811,4.029273986816406e-05,0.0001011347770690918,True
rem,Orbitofrontal,Central,37,1,0.05014326697088212,0.02653028739402605,0.19692386346287094,0.2615232260803207,False
