,SleepState,StimR,ChanR,N_con,N_pat,Median_dif,Median_norm,p-value,p-value_corrected,rejected
46,nrem,Hippocampus,Cingular,17,4,-0.33911298621115454,-0.4196218246641625,0.0008392333984375,0.0025161592457362387,True
47,nrem,Hippocampus,Dorsofrontal,153,8,0.0108464875842334,0.03066538090646095,0.120028381148618,0.19190584195273225,False
48,nrem,Hippocampus,Hippocampus,43,7,0.0,0.0,0.04778240209241721,0.08598350010811051,False
49,nrem,Hippocampus,Inferotemporal,595,13,-0.06429555293191652,-0.1255770466896511,8.109260442739088e-26,2.7875582771915614e-24,True
50,nrem,Hippocampus,Insulo-temporal,616,13,0.01340521114106015,0.024383992369416636,0.14629972275437625,0.22147633620136117,False
51,nrem,Hippocampus,Mesiotemporal,372,12,-0.0021823085783157503,-0.0035039377802792765,2.4843087751851715e-09,1.897735869933117e-08,True
52,nrem,Hippocampus,Occipital,114,8,-0.0005334963845586987,-0.0022391868132578836,6.685253674268051e-06,3.535470693122527e-05,True
53,nrem,Hippocampus,Operculo-insular,293,9,0.02060331230283921,0.0693301997649823,0.367703019855272,0.46598308967834007,False
54,nrem,Hippocampus,Orbitofrontal,217,8,-0.15313887127457193,-0.2668269230769229,2.438547583866952e-23,6.815361739642651e-22,True
55,nrem,Hippocampus,Parietal,23,5,-0.047972202053728916,-0.19622093023255816,0.0018849372863769531,0.0053438943685944545,True
56,nrem,Inferotemporal,Amygdala,377,12,0.0,0.0,0.9934023881487793,1.0,False
57,nrem,Inferotemporal,Central,17,3,0.1436865021770682,0.8387096774193548,0.00384521484375,0.010266350310983009,True
58,nrem,Inferotemporal,Cingular,23,5,0.11848840710629333,1.1794871794871797,4.76837158203125e-07,2.9802322387695312e-06,True
59,nrem,Inferotemporal,Dorsofrontal,248,10,0.07111680417538535,0.4325587206396798,2.706121185460529e-14,2.9767333040065816e-13,True
60,nrem,Inferotemporal,Hippocampus,576,13,0.03432775452794365,0.08428620928620889,1.318673511422651e-14,1.5385314534450523e-13,True
61,nrem,Inferotemporal,Inferotemporal,680,11,-0.0013473150569923709,-0.0017201856588045755,0.0004090041899929164,0.0013390018124768096,True
62,nrem,Inferotemporal,Insulo-temporal,997,13,0.012121212121211977,0.02531645569620253,1.3427183593702276e-14,1.5385314534450523e-13,True
63,nrem,Inferotemporal,Mesiotemporal,913,11,0.0,0.0,0.9342870113782242,0.9780844164771056,False
64,nrem,Inferotemporal,Occipital,337,9,0.0,0.0,0.8253964774877218,0.8971700842257846,False
65,nrem,Inferotemporal,Operculo-insular,446,10,0.10731022197862429,0.626100427224412,1.932526515881307e-39,1.7714826395578647e-37,True
66,nrem,Inferotemporal,Orbitofrontal,388,9,0.05047460726306205,0.19925280709956283,6.892246735844209e-18,1.0529821401984208e-16,True
67,nrem,Inferotemporal,Parietal,94,6,0.02652655133057011,0.05453645469368738,0.0006572429198579995,0.002101648871638952,True
68,nrem,Insulo-temporal,Amygdala,461,12,0.0,0.0,0.5776208794523716,0.6730751773279754,False
69,nrem,Insulo-temporal,Central,57,3,0.11565891472868223,0.29120879120879023,1.6774004930013547e-07,1.1827823989112116e-06,True
70,nrem,Insulo-temporal,Cingular,47,5,0.1294451523224835,0.5555555555555554,1.804323801479768e-09,1.4176829868769608e-08,True
71,nrem,Insulo-temporal,Dorsofrontal,276,9,0.11386788696238634,0.6352230967708312,7.942028436474264e-19,1.5600413000217304e-17,True
72,nrem,Insulo-temporal,Hippocampus,580,12,0.06132332071901608,0.17191661106001313,9.309692001389075e-18,1.2800826501909978e-16,True
73,nrem,Insulo-temporal,Inferotemporal,1011,12,0.0,0.0,0.0062296058268584064,0.015760511324106535,True
74,nrem,Insulo-temporal,Insulo-temporal,617,12,0.02409638554216864,0.03070795323140179,5.723753754453441e-20,1.210794063442074e-18,True
75,nrem,Insulo-temporal,Mesiotemporal,862,11,0.0,0.0,0.3203409562551707,0.4194941093817711,False
76,nrem,Insulo-temporal,Occipital,195,8,0.024427480916030614,0.03333333333333362,1.3178222849408762e-05,6.471448720691803e-05,True
77,nrem,Insulo-temporal,Operculo-insular,660,9,0.057133698774565644,0.14700245035402348,6.8785105814828875e-34,4.728976024769485e-32,True
78,nrem,Insulo-temporal,Orbitofrontal,466,8,0.04690123337373925,0.1742427222659324,1.1217760879086763e-20,2.8044402197716905e-19,True
79,nrem,Insulo-temporal,Parietal,75,6,0.0,0.0,0.17792440912113394,0.2602617686612332,False
80,nrem,Mesiotemporal,Amygdala,322,11,-0.0015143634819090313,-0.0015813816471476414,3.916049763516262e-08,2.833983381492032e-07,True
81,nrem,Mesiotemporal,Central,34,2,0.06795941744395353,0.33664957264957285,0.0013714433880522847,0.003928613872024774,True
82,nrem,Mesiotemporal,Cingular,38,5,0.02355507002002835,0.04616852194900218,0.26126488130830694,0.35047727980382637,False
83,nrem,Mesiotemporal,Dorsofrontal,209,10,0.11531962827372569,0.7173295454545459,2.4783133598700548e-23,6.815361739642651e-22,True
84,nrem,Mesiotemporal,Hippocampus,397,12,0.0034965034965035446,0.0036630036630037146,0.022946818259617092,0.04831151922924055,True
85,nrem,Mesiotemporal,Inferotemporal,933,11,0.0,0.0,0.46016129553169494,0.5599307799611333,False
86,nrem,Mesiotemporal,Insulo-temporal,881,12,0.010101010101010055,0.010395010395010434,2.2627372353530226e-06,1.3239419994086835e-05,True
87,nrem,Mesiotemporal,Mesiotemporal,385,10,0.0,0.0,0.15289252387555965,0.22975652494961152,False
88,nrem,Mesiotemporal,Occipital,156,8,0.0,0.0,0.26328074887038966,0.35146701912309297,False
89,nrem,Mesiotemporal,Operculo-insular,481,10,0.0712791913558731,0.22755659640905554,1.2993582054073923e-17,1.7015405070811088e-16,True
90,nrem,Mesiotemporal,Orbitofrontal,394,9,0.010397830018083143,0.020413410693150807,0.4789309311190525,0.5776579213058747,False
91,nrem,Mesiotemporal,Parietal,39,5,0.0,0.0,0.7731171162909528,0.8436793927778254,False
92,nrem,Occipital,Amygdala,79,8,-0.002604166666666699,-0.003958156629912531,0.1771755861103288,0.2602617686612332,False
93,nrem,Occipital,Central,5,2,0.042075065742290196,0.28250401284109145,0.625,0.7131742738589212,False
94,nrem,Occipital,Cingular,7,3,0.039987820968232946,0.04481856444090538,1.0,1.0,False
95,nrem,Occipital,Dorsofrontal,43,6,0.0657894736842105,0.5374999999999999,0.004410073823919447,0.011550193348360455,True
96,nrem,Occipital,Hippocampus,76,8,0.0,0.0,0.9642331698613482,0.9968576004205667,False
97,nrem,Occipital,Inferotemporal,372,9,0.0,0.0,0.1007530290907114,0.16492311309491448,False
98,nrem,Occipital,Insulo-temporal,207,9,0.02717391304347838,0.06730196545562842,0.0025146381862580745,0.006985106072939096,True
99,nrem,Occipital,Mesiotemporal,132,8,0.0,0.0,0.012131284247525947,0.02780085973391363,True
100,nrem,Occipital,Occipital,183,5,0.0,0.0,0.0027281593304052357,0.007428156592687523,True
101,nrem,Occipital,Operculo-insular,66,7,0.04611992945326279,0.37785073374567757,0.00531738384570361,0.013666173435219557,True
102,nrem,Occipital,Orbitofrontal,71,6,0.018459069020866803,0.06391092129347171,0.05941417952114694,0.10276037338563151,False
103,nrem,Occipital,Parietal,52,4,0.031281658684840646,0.05618749999999998,0.02173639045349454,0.046699276364929675,True
104,nrem,Operculo-insular,Amygdala,161,9,-0.0012787723785165905,-0.0016914011348756332,0.546238321002566,0.6447018810116122,False
105,nrem,Operculo-insular,Central,32,3,0.05697945947821818,0.19901477832512304,0.0025649620220065117,0.007053645560517907,True
106,nrem,Operculo-insular,Cingular,38,5,0.005871720333929631,0.005945371349327094,0.21498658660857473,0.3063280379137723,False
107,nrem,Operculo-insular,Dorsofrontal,502,10,0.06177479299319538,0.14909241596695744,2.3312132143323043e-26,9.158337627734051e-25,True
108,nrem,Operculo-insular,Hippocampus,203,9,0.06390243902439022,0.2995896032831733,4.1548564059644797e-13,4.394559660154738e-12,True
109,nrem,Operculo-insular,Inferotemporal,501,10,0.013157894736842035,0.039999999999999855,0.0013196107822583136,0.0038199259486424867,True
110,nrem,Operculo-insular,Insulo-temporal,574,10,0.03662751603697599,0.12218934256233288,1.905631431737367e-28,1.0480972874555519e-26,True
111,nrem,Operculo-insular,Mesiotemporal,382,10,0.014507489018252953,0.0409979423868312,8.198298690119418e-05,0.0003220760199689772,True
112,nrem,Operculo-insular,Occipital,71,6,0.061061233885819494,0.5181733457595529,7.344096771462236e-05,0.00029269950900755285,True
113,nrem,Operculo-insular,Operculo-insular,401,8,0.04179936305732479,0.06818181818181812,2.2965964034350663e-20,5.263033424538693e-19,True
114,nrem,Operculo-insular,Orbitofrontal,598,9,0.008294352044352027,0.01052167728369097,2.205343544206877e-18,3.7904342166055696e-17,True
115,nrem,Operculo-insular,Parietal,51,5,0.01940312738367661,0.08548624238605348,0.020428087983838085,0.044234048783901365,True
116,nrem,Orbitofrontal,Amygdala,151,8,0.011714770797962598,0.08000000000000061,0.7213335258988955,0.8031041280250861,False
117,nrem,Orbitofrontal,Central,46,1,0.048822929603605306,0.13445602780005342,5.6527082165303e-05,0.00023201414321579592,True
118,nrem,Orbitofrontal,Cingular,37,5,0.0587716720540699,0.15012106537530268,5.137553671374917e-07,3.1396161325068938e-06,True
119,nrem,Orbitofrontal,Dorsofrontal,330,8,0.0734371017819136,0.24568965517241387,1.2428485719108877e-18,2.2785557151699608e-17,True
120,nrem,Orbitofrontal,Hippocampus,120,7,0.07588149504816176,0.6285683912119073,5.863652409780023e-11,4.886377008150019e-10,True
121,nrem,Orbitofrontal,Inferotemporal,481,8,-0.01373225930187938,-0.0409356725146202,0.006903739264810567,0.016951145516275943,True
122,nrem,Orbitofrontal,Insulo-temporal,372,8,0.017387851664193495,0.06144067796610194,0.00018225260000888458,0.0006594666447689902,True
123,nrem,Orbitofrontal,Mesiotemporal,297,8,0.0,0.0,0.13855294085993983,0.2128606633323098,False
124,nrem,Orbitofrontal,Occipital,43,5,0.004232804232804199,0.04999999999999964,0.1215424531728786,0.19320332151758157,False
125,nrem,Orbitofrontal,Operculo-insular,620,9,0.010159547493173382,0.012195121951219553,4.0638470017074315e-09,3.020426825593361e-08,True
126,nrem,Orbitofrontal,Orbitofrontal,201,7,-0.0017848643503094452,-0.003137254901960766,0.046918247903894636,0.08544714022232468,False
127,nrem,Orbitofrontal,Parietal,11,3,0.0,0.0,0.34523107177184,0.44572086731106103,False
128,nrem,Parietal,Amygdala,5,2,0.0382488479262673,0.4234693877551027,0.1875,0.2713815789473684,False
129,nrem,Parietal,Central,19,1,0.0,0.0,0.04986020375690695,0.0884616518267704,False
130,nrem,Parietal,Dorsofrontal,68,5,0.032134795128974825,0.13565538659241824,0.008758286863792536,0.02058571698754656,True
131,nrem,Parietal,Hippocampus,3,2,0.04052419354838709,0.3935340022296542,0.25,0.34034653465346537,False
132,nrem,Parietal,Inferotemporal,81,6,-0.00925925925925919,-0.0279250618593142,0.1464590336288708,0.22147633620136117,False
133,nrem,Parietal,Insulo-temporal,88,6,0.030751779443083646,0.05133031930813943,4.8559258301716523e-05,0.0002086530630151882,True
134,nrem,Parietal,Mesiotemporal,18,3,-0.007386363636363635,-0.02569169960474308,0.04132685891250041,0.07731215102678649,False
135,nrem,Parietal,Occipital,25,4,0.06343283582089551,0.12941176470588237,0.0458645772195827,0.08408505823590162,False
136,nrem,Parietal,Operculo-insular,62,5,0.074162357895272,0.5621599036069663,1.6451085978101875e-05,7.800083868927613e-05,True
137,nrem,Parietal,Orbitofrontal,6,3,0.039237062861003855,0.47774067687631605,0.15625,0.23226351351351351,False
138,nrem,Parietal,Parietal,12,2,0.012635768426538851,0.018291484002746553,0.038151710173415135,0.07336867341041371,False
139,rem,Amygdala,Central,19,2,-0.032804232804232836,-0.04960000000000005,0.11337661743164062,0.18340335172765396,False
140,rem,Amygdala,Cingular,11,3,0.005291005291005235,0.005319148936170156,0.8589549227374824,0.922705483409405,False
141,rem,Amygdala,Dorsofrontal,97,5,-0.04939209726443772,-0.16326530612244908,5.307162921157288e-05,0.00022113178838155368,True
142,rem,Amygdala,Hippocampus,152,6,0.0,0.0,0.07632300954848863,0.12956066435700228,False
143,rem,Amygdala,Inferotemporal,304,6,-0.045828980240744895,-0.0937590257052084,1.5702465476149145e-11,1.439392668647005e-10,True
144,rem,Amygdala,Insulo-temporal,232,6,0.0,0.0,0.12302315343587657,0.1944331447980808,False
145,rem,Amygdala,Mesiotemporal,143,6,0.0011560693641618491,0.0028985507246376795,0.9429207173340077,0.9822090805562581,False
146,rem,Amygdala,Occipital,34,4,-0.060714285714285776,-0.07897939505427967,0.0002408114816248234,0.0008490148390618773,True
147,rem,Amygdala,Operculo-insular,156,5,0.0,0.0,0.18512256436447172,0.269358228572644,False
148,rem,Amygdala,Orbitofrontal,158,5,-0.0009990009990010068,-0.004733727810650912,0.015040572334165858,0.03320327763792963,True
149,rem,Amygdala,Parietal,5,2,0.00413354531001589,0.036414565826330465,1.0,1.0,False
150,rem,Central,Amygdala,9,1,-0.0423211169284468,-0.3368055555555558,0.42578125,0.5274317286036037,False
151,rem,Central,Central,6,1,0.054929790074102494,0.17192711240892639,0.15625,0.23226351351351351,False
152,rem,Central,Cingular,3,1,-0.011145510835913308,-0.013840830449826985,0.75,0.8283132530120483,False
153,rem,Central,Dorsofrontal,11,1,-0.07261469180973823,-0.42727272727272747,0.013671875,0.03081775102459016,True
154,rem,Central,Hippocampus,5,2,-0.004334365325077395,-0.06862745098039211,1.0,1.0,False
155,rem,Central,Inferotemporal,32,2,-0.13083309878975513,-0.47713479331126357,4.656612873077393e-10,3.7663780591067144e-09,True
156,rem,Central,Insulo-temporal,42,3,-0.09986731534719151,-0.5991138101664418,2.3914406028779922e-05,0.00010960769429857464,True
157,rem,Central,Mesiotemporal,11,1,-0.11772486772486769,-0.6462962962962966,0.0009765625,0.002887684811827957,True
158,rem,Central,Occipital,10,2,-0.0611617517068703,-0.5031612645058026,0.001953125,0.005480707908163265,True
159,rem,Central,Operculo-insular,26,2,-0.009022556390977411,-0.07638888888888824,0.35332122445106506,0.45192249639089715,False
160,rem,Central,Orbitofrontal,44,2,-0.012331966279334639,-0.013603779732811926,0.058972117819735104,0.10264134430650096,False
161,rem,Central,Parietal,15,1,0.0,0.0,1.0,1.0,False
162,rem,Cingular,Amygdala,6,3,-0.0342902711323764,-0.0651260504201681,0.09375,0.15530873493975902,False
163,rem,Cingular,Central,4,1,0.19973544973544982,0.9357334652345962,0.125,0.19642857142857142,False
164,rem,Cingular,Dorsofrontal,19,3,0.0,0.0,0.8788365060209452,0.9367443378130229,False
165,rem,Cingular,Hippocampus,11,3,0.003968253968253996,0.025000000000000095,0.8984375,0.9466295498084291,False
166,rem,Cingular,Inferotemporal,19,3,-0.05157161678900801,-0.08220822082208208,0.09551239013671875,0.1572808819616626,False
167,rem,Cingular,Insulo-temporal,19,3,-0.056249999999999994,-0.21212121212121215,0.00823211669921875,0.019685496454653534,True
168,rem,Cingular,Mesiotemporal,11,3,-0.0679669030732861,-0.20707070707070704,0.0244140625,0.0507326054393797,False
169,rem,Cingular,Operculo-insular,33,3,0.0,0.0,0.4284300285458069,0.5275607638888888,False
170,rem,Cingular,Orbitofrontal,29,3,0.0023148148148147696,0.0024752475247524267,0.04783809278742149,0.08598350010811051,False
171,rem,Dorsofrontal,Amygdala,36,5,-0.08669663669663667,-0.27865117338801537,8.143309969455004e-06,4.147056002963196e-05,True
172,rem,Dorsofrontal,Central,17,3,0.0,0.0,0.6495629244115453,0.7381396868313015,False
173,rem,Dorsofrontal,Cingular,8,3,-0.10159448394742521,-0.18387694060675122,0.0390625,0.07357662671232877,False
174,rem,Dorsofrontal,Dorsofrontal,97,5,0.012499999999999956,0.012987012987012941,0.029087147956591747,0.05838661086177176,False
175,rem,Dorsofrontal,Hippocampus,51,4,-0.044715447154471566,-0.14285714285714285,0.008525474468102713,0.02021125412696764,True
176,rem,Dorsofrontal,Inferotemporal,299,7,-0.014245014245014231,-0.0384615384615386,0.03097747643360325,0.06084861442314925,False
177,rem,Dorsofrontal,Insulo-temporal,97,6,-0.0028594771241829964,-0.03571428571428569,0.7176336938279764,0.8022327878158273,False
178,rem,Dorsofrontal,Mesiotemporal,77,6,0.006382978723404292,0.010332950631458056,0.37834924549071414,0.47293655686339264,False
179,rem,Dorsofrontal,Occipital,16,2,0.008714333573532601,0.07876984126984155,0.252227783203125,0.3416878836495536,False
180,rem,Dorsofrontal,Operculo-insular,353,7,0.011764705882352997,0.012499999999999942,4.2102014867562694e-07,2.6925707182743584e-06,True
181,rem,Dorsofrontal,Orbitofrontal,231,6,0.0,0.0,0.9354043692126501,0.9780844164771056,False
182,rem,Dorsofrontal,Parietal,32,3,0.014852976143298759,0.09967320261437913,0.17161604948341846,0.2537334064943015,False
183,rem,Hippocampus,Amygdala,156,8,0.0,0.0,0.22298122378779883,0.3144607002135624,False
184,rem,Hippocampus,Central,13,2,-0.0955882352941177,-0.4488653109342765,0.10986328125,0.1787716115014793,False
185,rem,Hippocampus,Cingular,16,3,-0.11141542328154909,-0.19127175830074372,0.000213623046875,0.0007629394531249999,True
186,rem,Hippocampus,Dorsofrontal,116,7,-0.12737590893820072,-0.2604729478536729,9.20734142553481e-12,9.3778477482299e-11,True
187,rem,Hippocampus,Hippocampus,27,5,0.005847953216374435,0.005882352941176639,0.038542108047200284,0.07357662671232877,False
188,rem,Hippocampus,Inferotemporal,405,7,-0.1141975308641975,-0.29817444219066946,2.0145096834408187e-44,2.7699508147311258e-42,True
189,rem,Hippocampus,Insulo-temporal,318,8,-0.030331602897982174,-0.0709971509971509,2.92573891733933e-07,2.0114455056707892e-06,True
190,rem,Hippocampus,Mesiotemporal,211,8,0.0,0.0,0.0874372330967325,0.14572872182788751,False
191,rem,Hippocampus,Occipital,28,4,0.0,0.0,0.37191707936934015,0.4691614533328832,False
192,rem,Hippocampus,Operculo-insular,230,7,-0.07619825708061004,-0.2162635080309308,5.5196626025618745e-18,8.928865974732444e-17,True
193,rem,Hippocampus,Orbitofrontal,176,6,-0.10548799311283386,-0.2085595654600651,8.874380853115755e-18,1.2800826501909978e-16,True
194,rem,Hippocampus,Parietal,6,3,-0.04596391263057925,-0.22230172927847347,0.3125,0.4131610576923077,False
195,rem,Inferotemporal,Amygdala,225,8,-0.027803521779425466,-0.07276995305164317,3.088505328532374e-05,0.0001369901557010327,True
196,rem,Inferotemporal,Central,7,3,-0.0423211169284468,-0.3368055555555558,0.21875,0.31008376288659795,False
197,rem,Inferotemporal,Cingular,12,3,0.025897089864701253,0.09237971632520628,0.7333984375,0.8132442351310484,False
198,rem,Inferotemporal,Dorsofrontal,91,6,-0.051587301587301605,-0.2589285714285714,0.00012147301691890949,0.00045141999530675823,True
199,rem,Inferotemporal,Hippocampus,381,8,-0.01071080817916259,-0.04166666666666676,2.6721953756054244e-05,0.0001204678243100806,True
200,rem,Inferotemporal,Inferotemporal,316,7,0.0,0.0,0.00042993242551100046,0.001390957847241472,True
201,rem,Inferotemporal,Insulo-temporal,532,8,0.0,0.0,0.0008310743224606299,0.0025161592457362387,True
202,rem,Inferotemporal,Mesiotemporal,459,8,0.0,0.0,9.902556131258808e-05,0.00037822263001335724,True
203,rem,Inferotemporal,Occipital,91,4,-0.012820512820512803,-0.042328042328042284,0.01509239892633165,0.03320327763792963,True
204,rem,Inferotemporal,Operculo-insular,206,7,-0.008002199230269395,-0.05309780717020521,0.5949052898408845,0.6902909481276086,False
205,rem,Inferotemporal,Orbitofrontal,241,6,-0.01424148606811143,-0.048500881834215165,0.007352830217040848,0.01789405583793127,True
206,rem,Inferotemporal,Parietal,26,3,-0.005865921787709449,-0.019230769230769298,0.5629275404066632,0.6587449940929038,False
207,rem,Insulo-temporal,Amygdala,229,9,-0.01311769991015277,-0.018779342723004754,0.0007667193735269017,0.0024235382496539996,True
208,rem,Insulo-temporal,Central,42,3,-0.018453578825095848,-0.07741205154998268,0.5438852990082523,0.6447018810116122,False
209,rem,Insulo-temporal,Cingular,32,4,-0.04013424518743666,-0.17370958345978482,0.012499021831899881,0.02840686779977246,True
210,rem,Insulo-temporal,Dorsofrontal,122,7,-0.0030881922039746497,-0.008105590062111822,0.8916779961746002,0.9431209574923656,False
211,rem,Insulo-temporal,Hippocampus,308,9,-0.025724960012634617,-0.08138528138528142,2.598419135158226e-06,1.4886776295177334e-05,True
212,rem,Insulo-temporal,Inferotemporal,559,9,0.0,0.0,2.2763837104382732e-11,2.0193726463565325e-10,True
213,rem,Insulo-temporal,Insulo-temporal,276,8,0.012618422100151239,0.013381668456856476,0.014352855300903697,0.032089717136166804,True
214,rem,Insulo-temporal,Mesiotemporal,389,9,0.006211180124223614,0.006250000000000012,0.24952139889198865,0.34034653465346537,False
215,rem,Insulo-temporal,Occipital,54,5,0.0014792922818844916,-0.00038416342764157046,0.4307911212275324,0.5275607638888888,False
216,rem,Insulo-temporal,Operculo-insular,375,8,0.0,0.0,0.3671918038613863,0.46598308967834007,False
217,rem,Insulo-temporal,Orbitofrontal,301,7,0.002051983584131306,0.005847953216374167,0.5075251307861453,0.6068235259399564,False
218,rem,Insulo-temporal,Parietal,11,3,-0.01636363636363629,-0.1336898395721926,0.8310546875,0.8992973168978047,False
219,rem,Mesiotemporal,Amygdala,171,8,0.0,0.0,0.08540450800600147,0.14320877866860005,False
220,rem,Mesiotemporal,Central,30,2,-0.04269831643997799,-0.18077220077220052,0.05768792890012264,0.10155177536022882,False
221,rem,Mesiotemporal,Cingular,19,3,-0.020350020350020315,-0.05200789993416722,0.03234100341796875,0.06307642510596742,False
222,rem,Mesiotemporal,Dorsofrontal,85,7,-0.0220907297830375,-0.14864864864864857,0.010204107212714754,0.02378075833471659,True
223,rem,Mesiotemporal,Hippocampus,257,8,-0.0009658103148544317,-0.0010681478316601992,0.0003713819418584115,0.0012454882196471118,True
224,rem,Mesiotemporal,Inferotemporal,511,8,0.0,0.0,0.000841769638573578,0.0025161592457362387,True
225,rem,Mesiotemporal,Insulo-temporal,433,8,0.005494505494505586,0.0055928411633110724,0.8338938756688734,0.8992973168978047,False
